ID,AUTHOR,WORK,LOCATION,TEXT
10929,Xenophon (0032),On Hunting (014),10.12.1,"προσιόντα δὲ προβάλλεσθαι τὸ προβόλιον, μὴ πολλῷ μείζω διαβάντα ἢ ἐν πάλῃ, ἐπιστρέφοντα τὰς πλευρὰς τὰς εὐωνύμους ἐπὶ τὴν χεῖρα τὴν εὐώνυμον, εἶτα εἰσβλέποντα εἰς τὸ ὄμμα τοῦ θηρίου ἐνθυμούμενον τὴν κίνησιν τὴν ἀπὸ τῆς κεφαλῆς τῆς ἐκείνου."
10930,Xenophon (0032),On the Art of Horsemanship (013),10.15.3,"ἢν δέ τις τοῦτο μεμαθηκότος αὐτοῦ ἅμα ἀντιλαμβάνηταί τε τῷ χαλινῷ καὶ σημήνῃ τῶν ὁρμητηρίων τι, οὕτως ὑπὸ μὲν τοῦ χαλινοῦ πιεσθείς, ὑπὸ δὲ τοῦ ὁρμᾶν σημανθῆναι ἐγερθείς, προβάλλεται μὲν τὰ στέρνα, αἴρει δὲ ἄνω τὰ σκέλη ὀργιζόμενος, οὐ μέντοι ὑγρά γε·"
10931,Xenophon (0032),Apology (005),7.1,"ἴσως δέ τοι, φάναι αὐτόν, καὶ ὁ θεὸς δι’ εὐμένειαν προξενεῖ μοι οὐ μόνον τὸ ἐν καιρῷ τῆς ἡλικίας καταλῦσαι τὸν βίον, ἀλλὰ καὶ τὸ ᾗ ῥᾷστα."
10932,Xenophon (0032),Agesilaus (009),1.5.7,καίτοι τὸ ἐν τῇ κρατίστῃ πόλει ὑπὸ τῶν ἀρίστων κριθέντα τοῦ καλλίστου γέρως ἀξιωθῆναι ποίων ἔτι τεκμηρίων προσδεῖται τῆς γε πρὶν ἄρξαι αὐτὸν ἀρετῆς;
10933,Xenophon (0032),Agesilaus (009),3.1.2,"τὰ γὰρ τοιαῦτα οὐ τεκμηρίων προσδεῖται, ἀλλ’ ἀναμνῆσαι μόνον ἀρκεῖ καὶ εὐθὺς πιστεύεται."
10934,Xenophon (0032),Agesilaus (009),8.6.6,ὁ δὲ οὕτως ἀντεσκευάσατο τὸν οἶκον ὥστε τούτων μηδενὸς προσδεῖσθαι.
10935,Xenophon (0032),Anabasis (006),5.6.1.6,"εἴτε κατὰ θάλατταν, προσδεῖν ἐδόκει Σινωπέων·"
10936,Xenophon (0032),Anabasis (006),6.1.24.1,οὕτω δὴ θυομένῳ αὐτῷ διαφανῶς ὁ θεὸς σημαίνει μήτε προσδεῖσθαι τῆς ἀρχῆς μήτε εἰ αἱροῖντο ἀποδέχεσθαι.
10937,Xenophon (0032),Anabasis (006),7.6.26.4,"εἰ οὖν ἐν τοιαύτῃ ἀνάγκῃ ὄντων ὑμῶν μηδ’ ὁντιναοῦν μισθὸν προσαιτήσας Σεύθην σύμμαχον ὑμῖν προσέλαβον, ἔχοντα καὶ ἱππέας καὶ πελταστὰς ὧν ὑμεῖς προσεδεῖσθε, ἦ κακῶς ἂν ἐδόκουν ὑμῖν βεβουλεῦσθαι πρὸ ὑμῶν;"
10938,Xenophon (0032),Apology (005),16.4,"δικαιότερον δὲ τίνα ἂν εἰκότως νομίσαιτε τοῦ πρὸς τὰ παρόντα συνηρμοσμένου, ὡς τῶν ἀλλοτρίων μηδενὸς προσδεῖσθαι;"
10939,Xenophon (0032),Constitution of the Lacedaemonians (010),2.6.1,"ὡς δὲ μὴ ὑπὸ λιμοῦ ἄγαν αὖ πιέζοιντο, ἀπραγμόνως μὲν αὐτοῖς οὐκ ἔδωκε λαμβάνειν ὧν ἂν προσδέωνται, κλέπτειν δ’ ἐφῆκεν ἔστιν ἃ τῷ λιμῷ ἐπικουροῦντας."
10940,Xenophon (0032),Cyropaedia (007),2.4.11.1,ταῦτ’ οὖν ἐγὼ οὕτω προγιγνώσκων χρημάτων δοκῶ προσδεῖσθαι.
10941,Xenophon (0032),Cyropaedia (007),3.2.29.4,"φησὶ δὲ προσδεῖσθαι χρημάτων, προσδεχόμενος ἄλλην στρατιὰν οἴκοθεν ἐκ Περσῶν·"
10942,Xenophon (0032),Cyropaedia (007),6.2.39.1,"εἰ δέ τις χρημάτων προσδεῖσθαι νομίζει εἰς ἐμπολήν, γνωστῆρας ἐμοὶ προσαγαγὼν καὶ ἐγγυητὰς ἦ μὴν πορεύσεσθαι σὺν τῇ στρατιᾷ, λαμβανέτω ὧν ἡμεῖς ἔχομεν."
10943,Xenophon (0032),Economics (003),2.1.7,"ἢ κατέγνωκας ἡμῶν, ὦ Σώκρατες, ἱκανῶς πλουτεῖν καὶ οὐδὲν δοκοῦμέν σοι προσδεῖσθαι χρημάτων;"
10944,Xenophon (0032),Economics (003),2.2.1,"οὔκουν ἔγωγε, ἔφη ὁ Σωκράτης, εἰ καὶ περὶ ἐμοῦ λέγεις, οὐδέν μοι δοκῶ προσδεῖσθαι χρημάτων, ἀλλ’ ἱκανῶς πλουτεῖν·"
10945,Xenophon (0032),Economics (003),2.4.1,"κᾆτα οὕτως ἐγνωκὼς σὺ μὲν οὐχ ἡγῇ προσδεῖσθαι χρημάτων, ἐμὲ δὲ οἰκτίρεις ἐπὶ τῇ πενίᾳ;"
10946,Xenophon (0032),Economics (003),3.16.1,"οἶμαι δέ σοι καὶ τῶν ἄλλων ἐπιστημῶν τοὺς ἀξίως λόγου ἑκάστην ἐργαζομένους ἔχειν ἂν ἐπιδεῖξαί σοι, εἰ τι προσδεῖσθαι νομίζεις."
10947,Xenophon (0032),Economics (003),14.1.1,"ὅταν δέ, ὦ Ἰσχόμαχε, ἔφην ἐγώ, καὶ ἄρχειν ἤδη ἱκανός σοι γένηται ὥστε πειθομένους παρέχεσθαι, ἦ ἀποτετελεσμένον τοῦτον ἡγῇ ἐπίτροπον, ἢ ἔτι τινὸς προσδεῖται ὁ ταῦτα ἔχων ἃ σὺ εἴρηκας;"
10948,Xenophon (0032),Economics (003),15.1.1,"ἀλλὰ μέντοι ἐπειδάν γε ἐμποιήσῃς τινὶ τὸ βούλεσθαί σοι εἶναι τἀγαθά, ἐμποιήσῃς δὲ τῷ αὐτῷ τούτῳ τὸ ἐπιμελεῖσθαι ὅπως ταῦτά σοι ἐπιτελῆται, ἔτι δὲ πρὸς τούτοις ἐπιστήμην κτήσῃ αὐτῷ ὡς ἂν ποιούμενα ἕκαστα τῶν ἔργων ὠφελιμώτερα γίγνοιτο, πρὸς δὲ τούτοις ἄρχειν ἱκανὸν αὐτὸν ποιήσῃς, ἐπὶ δὲ τούτοις πᾶσιν ἥδηταί σοι τὰ ἐκ τῆς γῆς ὡραῖα ἀποδεικνύων ὅτι πλεῖστα ὥσπερ σὺ σαυτῷ, οὐκέτι ἐρήσομαι περὶ τούτου εἰ ἔτι τινὸς ὁ τοιοῦτος προσδεῖται·"
10949,Xenophon (0032),Economics (003),18.2.3,"ἐὰν δὲ ὑψηλὸς ᾖ, νομίζω ὀρθῶς ἂν ποιεῖν μεσοτομῶν, ἵνα μήτε οἱ ἁλοῶντες μοχθῶσι περιττὸν πόνον μήτε οἱ λικμῶντες ὧν οὐδὲν προσδέονται."
10950,Xenophon (0032),Hellenica (001),2.4.8.6,"ἐξέτασίν τε ποιήσαντες ἐν τοῖς ἱππεῦσι, φάσκοντες εἰδέναι βούλεσθαι πόσοι εἶεν καὶ πόσης φυλακῆς προσδεήσοιντο, ἐκέλευον ἀπογράφεσθαι πάντας·"
10951,Xenophon (0032),Hellenica (001),7.4.2.6,"ἐπειδὴ δὲ λογιζόμενοι ηὕρισκον οὐδὲν μεῖον Λακεδαιμονίοις ἢ σφίσιν ἀγαθὸν τὸ Ἀρκάδας μὴ προσδεῖσθαι Θηβαίων, οὕτω δὴ προσεδέχοντο τὴν τῶν Ἀρκάδων συμμαχίαν."
10952,Xenophon (0032),Hellenica (001),7.4.35.7,"τοῦ τε γὰρ ἱεροῦ τοῦ Διὸς προεστάναι οὐδὲν προσδεῖσθαι ἐνόμιζον, ἀλλ’ ἀποδιδόντες ἂν καὶ δικαιότερα καὶ ὁσιώτερα ποιεῖν, καὶ τῷ θεῷ οἴεσθαι μᾶλλον ἂν οὕτω χαρίζεσθαι."
10953,Xenophon (0032),Hiero (008),4.11.1,οἱ τύραννοι τοίνυν ἀναγκάζονται πλεῖστα συλᾶν ἀδίκως καὶ ἱερὰ καὶ ἀνθρώπους διὰ τὸ εἰς τὰς ἀναγκαίας δαπάνας ἀεὶ προσδεῖσθαι χρημάτων.
10954,Xenophon (0032),Memorabilia (002),1.1.7.1,καὶ τοὺς μέλλοντας οἴκους τε καὶ πόλεις καλῶς οἰκήσειν μαντικῆς ἔφη προσδεῖσθαι·
10955,Xenophon (0032),Memorabilia (002),1.4.10.1,"καὶ ὁ Ἀριστόδημος, οὔτοι, ἔφη, ἐγώ, ὦ Σώκρατες, ὑπερορῶ τὸ δαιμόνιον, ἀλλ’ ἐκεῖνο μεγαλοπρεπέστερον ἡγοῦμαι ἢ ὡς τῆς ἐμῆς θεραπείας προσδεῖσθαι."
10956,Xenophon (0032),Memorabilia (002),3.6.13.1,"ἀλλ’ ἐκείνου γέ τοι, ἔφη, οἶδ’ ὅτι οὐκ ἠμέληκας, ἀλλ’ ἔσκεψαι, πόσον χρόνον ἱκανός ἐστιν ὁ ἐκ τῆς χώρας γιγνόμενος σῖτος διατρέφειν τὴν πόλιν, καὶ πόσου εἰς τὸν ἐνιαυτὸν προσδεῖται, ἵνα μὴ τοῦτό γε λάθῃ σέ ποτε ἡ πόλις ἐνδεὴς γενομένη, ἀλλ’ εἰδὼς ἔχῃς ὑπὲρ τῶν ἀναγκαίων συμβουλεύων τῇ πόλει βοηθεῖν τε καὶ σῴζειν αὐτήν."
10957,Xenophon (0032),Memorabilia (002),4.1.4.7,"τοὺς δ’ ἐπὶ πλούτῳ μέγα φρονοῦντας καὶ νομίζοντας οὐδὲν προσδεῖσθαι παιδείας, ἐξαρκέσειν δὲ σφίσι τὸν πλοῦτον οἰομένους πρὸς τὸ διαπράττεσθαί τε ὅ τι ἂν βούλωνται καὶ τιμᾶσθαι ὑπὸ τῶν ἀνθρώπων ἐφρένου λέγων ὅτι μῶρος μὲν εἴη, εἴ τις οἴεται μὴ μαθὼν τά τε ὠφέλιμα καὶ τὰ βλαβερὰ τῶν πραγμάτων διαγνώσεσθαι, μῶρος δ’, εἴ τις μὴ διαγιγνώσκων μὲν ταῦτα, διὰ δὲ τὸν πλοῦτον ὅ τι ἂν βούληται ποριζόμενος οἴεται δυνήσεσθαι τὰ συμφέροντα πράττειν, ἠλίθιος δ’, εἴ τις μὴ δυνάμενος τὰ συμφέροντα πράττειν εὖ τε πράττειν οἴεται καὶ τὰ πρὸς τὸν βίον αὐτῷ καλῶς ἢ ἱκανῶς παρεσκευάσθαι, ἠλίθιος δὲ καὶ εἴ τις οἴεται διὰ τὸν πλοῦτον, μηδὲν ἐπιστάμενος, δόξειν τι ἀγαθὸς εἶναι ἤ, μηδὲν ἀγαθὸς εἶναι δοκῶν, εὐδοκιμήσειν."
10958,Xenophon (0032),Memorabilia (002),4.2.13.1,"βούλει οὖν, ἔφη ὁ Σωκράτης, γράψωμεν ἐνταυθοῖ μὲν ἐνταυθοῖ δὲ εἶτα ὅ τι μὲν ἂν δοκῇ ἡμῖν τῆς δικαιοσύνης ἔργον εἶναι, πρὸς τὸ τιθῶμεν, ὅ τι δ’ ἂν τῆς ἀδικίας, πρὸς τὸ εἴ τί σοι δοκεῖ, ἔφη, προσδεῖν τούτων, ποίει ταῦτα."
10959,Xenophon (0032),Memorabilia (002),4.8.11.1,"ἐμοὶ μὲν δή, τοιοῦτος ὢν οἷον ἐγὼ διήγημαι, εὐσεβὴς μὲν οὕτως ὥστε μηδὲν ἄνευ τῆς τῶν θεῶν γνώμης ποιεῖν, δίκαιος δὲ ὥστε βλάπτειν μὲν μηδὲ μικρὸν μηδένα, ὠφελεῖν δὲ τὰ μέγιστα τοὺς χρωμένους αὐτῷ, ἐγκρατὴς δὲ ὥστε μηδέποτε προαιρεῖσθαι τὸ ἥδιον ἀντὶ τοῦ βελτίονος, φρόνιμος δὲ ὥστε μὴ διαμαρτάνειν κρίνων τὰ βελτίω καὶ τὰ χείρω μηδὲ ἄλλου προσδεῖσθαι, ἀλλ’ αὐτάρκης εἶναι πρὸς τὴν τούτων γνῶσιν, ἱκανὸς δὲ καὶ λόγῳ εἰπεῖν τε καὶ διορίσασθαι τὰ τοιαῦτα, ἱκανὸς δὲ καὶ ἄλλως δοκιμάσαι τε καὶ ἁμαρτάνοντα ἐλέγξαι καὶ προτρέψασθαι ἐπ’ ἀρετὴν καὶ καλοκαγαθίαν, ἐδόκει τοιοῦτος εἶναι οἷος ἂν εἴη ἄριστός τε ἀνὴρ καὶ εὐδαιμονέστατος."
10960,Xenophon (0032),Symposium (004),4.45.4,"ἐγὼ γὰρ ἥξω παρ’ αὐτοῦ δανεισάμενος τὸ μηδενὸς προσδεῖσθαι, οὕτω πεπαιδευμένος ὑπὸ Ὁμήρου ἀριθμεῖν ἕπτ’ ἀπύρους τρίποδας, δέκα δὲ χρυσοῖο τάλαντα, αἴθωνας δὲ λέβητας ἐείκοσι, δώδεκα δ’ ἵππους σταθμῷ καὶ ἀριθμῷ, ὡς πλείστου πλούτου ἐπιθυμῶν οὐ παύομαι·"
10961,Xenophon (0032),Agesilaus (009),1.22.1,"τοῖς δ’ αὖ διὰ γῆρας καταλειπομένοις αἰχμαλώτοις προσέταττεν ἐπιμελεῖσθαι αὐτῶν, ὡς μήτε ὑπὸ κυνῶν μήθ’ ὑπὸ λύκων διαφθείροιντο."
10962,Xenophon (0032),Constitution of the Lacedaemonians (010),5.2.1,"Λυκοῦργος τοίνυν παραλαβὼν τοὺς Σπαρτιάτας ὥσπερ τοὺς ἄλλους Ἕλληνας οἴκοι σκηνοῦντας, γνοὺς ἐν τούτοις πλεῖστα ῥᾳδιουργεῖσθαι, εἰς τὸ φανερὸν ἐξήγαγε τὰ συσκήνια, οὕτως ἡγούμενος ἥκιστ’ ἂν παραβαίνεσθαι τὰ προσταττόμενα."
10963,Xenophon (0032),Constitution of the Lacedaemonians (010),6.2.6,οὕτω πιστεύουσιν ἀλλήλοις μηδὲν αἰσχρὸν προστάττειν τοῖς παισίν.
10964,Xenophon (0032),Constitution of the Lacedaemonians (010),11.2.5,"καὶ ὅσων δὲ ὀργάνων ἡ στρατιὰ κοινῇ δεηθείη ἄν, ἅπαντα τὰ μὲν ἁμάξῃ προστέτακται παρέχειν, τὰ δὲ ὑποζυγίῳ·"
10965,Xenophon (0032),Cyropaedia (007),1.2.2.5,"αἱ μὲν γὰρ πλεῖσται πόλεις ἀφεῖσαι παιδεύειν ὅπως τις ἐθέλει τοὺς ἑαυτοῦ παῖδας, καὶ αὐτοὺς τοὺς πρεσβυτέρους ὅπως ἐθέλουσι διάγειν, ἔπειτα προστάττουσιν αὐτοῖς μὴ κλέπτειν μηδὲ ἁρπάζειν, μὴ βίᾳ εἰς οἰκίαν παριέναι, μὴ παίειν ὃν μὴ δίκαιον, μὴ μοιχεύειν, μὴ ἀπειθεῖν ἄρχοντι, καὶ τἆλλα τὰ τοιαῦτα ὡσαύτως·"
10966,Xenophon (0032),Cyropaedia (007),1.2.5.10,"ἃ δὲ ἑκάστῃ ἡλικίᾳ προστέτακται ποιεῖν διηγησόμεθα, ὡς μᾶλλον δῆλον γένηται ᾗ ἐπιμέλονται ὡς ἂν βέλτιστοι εἶεν οἱ πολῖται."
10967,Xenophon (0032),Cyropaedia (007),2.1.21.1,καὶ πρῶτον μὲν λαβὼν παρὰ Κυαξάρου ὑπηρέτας προσέταξεν ἑκάστοις τῶν στρατιωτῶν ἱκανῶς ὧν ἐδέοντο πάντα πεποιημένα παρασχεῖν·
10968,Xenophon (0032),Cyropaedia (007),2.1.31.7,"πρὸς δ’ ἔτι ἃ οἱ βέλτιστοι νομιζόμενοι ἔχουσιν ἐγίγνωσκεν ὁ Κῦρος δεῖν τοὺς ὑπηρέτας ἔχειν, καὶ τοῦτο ἀσκεῖν ὡς μηδὲν ἀναίνοιντο ἔργον, ἀλλὰ πάντα νομίζοιεν πρέπειν αὑτοῖς πράττειν ὅσα ἅρχων προστάττοι."
10969,Xenophon (0032),Cyropaedia (007),2.2.10.3,"ὦ Ζεῦ καὶ πάντες θεοί, οἵους ἄρα ἡμεῖς ἔχομεν ἄνδρας ἑταίρους, οἵ γε εὐθεράπευτοι μὲν οὕτως εἰσὶν ὥστ’ εἶναι αὐτῶν καὶ μικρῷ ὄψῳ παμπόλλους φίλους ἀνακτήσασθαι, πιθανοὶ δ’ οὕτως εἰσί τινες ὥστε πρὶν εἰδέναι τὸ προσταττόμενον πρότερον πείθονται."
10970,Xenophon (0032),Cyropaedia (007),2.2.30.4,"ὁποσάκις τε αὐτῷ πρᾶξαί τι προσέταξα, οὐδὲν ἀνιδρωτί ποτε αὐτὸν εἶδον ποιοῦντα."
10971,Xenophon (0032),Cyropaedia (007),2.3.4.1,τοῖς μὴ θέλουσιν ἑαυτοῖς προστάττειν ἐκπονεῖν τἀγαθὰ ἄλλους αὐτοῖς ἐπιτακτῆρας δίδωσι.
10972,Xenophon (0032),Cyropaedia (007),4.3.3.6,ταῦτα γὰρ σφίσιν ἔφασαν προστετάχθαι ποιεῖν ὑπὸ τῶν ἀρχόντων.
10973,Xenophon (0032),Cyropaedia (007),4.5.22.5,"σὺ δ’, ἔφη, ὁ τῶν Ὑρκανίων ἄρχων, ὑπόμεινον προστάξας τοῖς ἡγεμόσι τῶν σῶν στρατιωτῶν ἐξοπλίζειν αὐτούς."
10974,Xenophon (0032),Cyropaedia (007),4.5.25.4,ἐγὼ δ’ αὖ πειράσομαι αὐτῷ ἔργον τι προστάξαι ὅπερ αὐτὸς ἥδιον πράξει ἢ ἄπεισι·
10975,Xenophon (0032),Cyropaedia (007),5.3.49.1,"ἠλίθιον δὲ καὶ τοῦτ’ ἐδόκει εἶναι αὐτῷ τὸ ὁπότε τι βούλοιτο πραχθῆναι, οὕτω προστάττειν ὥσπερ ἐν οἴκῳ ἔνιοι δεσπόται προστάττουσιν, ἴτω τις ἐφ’ ὕδωρ, ξύλα τις σχισάτω·"
10976,Xenophon (0032),Cyropaedia (007),5.3.50.1,οὕτω γὰρ προσταττομένων εἰς ἀλλήλους τε ὁρᾶν πάντες ἐδόκουν αὐτῷ καὶ οὐδεὶς περαίνειν τὸ προσταχθὲν καὶ πάντες ἐν αἰτίᾳ εἶναι καὶ οὐδεὶς τῇ αἰτίᾳ οὔτε αἰσχύνεσθαι οὔτε φοβεῖσθαι ὁμοίως διὰ τὸ σὺν πολλοῖς αἰτίαν ἔχειν·
10977,Xenophon (0032),Cyropaedia (007),5.4.10.2,"καὶ προστάξας οἷς ἔδει ἀμφὶ τὰ αἰχμάλωτα ἔχειν, εὐθὺς ἐπορεύετο, ὡς ἐπισκέψαιτο τὸν Γαδάταν πῶς ἔχοι ἐκ τοῦ τραύματος."
10978,Xenophon (0032),Cyropaedia (007),7.2.21.1,ἐνόμιζον γὰρ τὸ ῥᾷστόν μοι αὐτὸν προστάξαντα τὴν εὐδαιμονίαν διδόναι.
10979,Xenophon (0032),Cyropaedia (007),8.1.10.1,"οὓς δὲ συμφύλακας τῆς εὐδαιμονίας οἱ ᾤετο χρῆναι ἔχειν, τούτους ὅπως ὡς βέλτιστοι ἔσοιντο οὐκέτι τούτου τὴν ἐπιμέλειαν ἄλλοις προσέταττεν, ἀλλ’ αὑτοῦ ἐνόμιζε τοῦτο ἔργον εἶναι."
10980,Xenophon (0032),Cyropaedia (007),8.1.19.2,ἄλλος δὲ τὸ τὰ ῥᾷστα καὶ κερδαλεώτατα τοῖς παροῦσι προστάττειν·
10981,Xenophon (0032),Cyropaedia (007),8.2.11.3,"καὶ τοῖς ἄλλοις ὥσπερ ἀμελεῖν ἂν παρηγγελμένον εἴη, εἰ ἑνὶ τοῦτο προστεταγμένον εἴη·"
10982,Xenophon (0032),Cyropaedia (007),8.6.3.3,"καὶ τούτοις ἐγὼ προστάξας ἀπῆλθον ἄλλο μὲν μηδὲν πολυπραγμονεῖν, τὰ δὲ τείχη διασῴζειν."
10983,Xenophon (0032),Cyropaedia (007),8.6.13.1,βουλοίμην δ’ ἂν ὑμᾶς καὶ τοῦτο κατανοῆσαι ὅτι τούτων ὧν νῦν ὑμῖν παρακελεύομαι οὐδὲν τοῖς δούλοις προστάττω·
10984,Xenophon (0032),Cyropaedia (007),8.7.9.5,"τὸ δὲ προβουλεύειν καὶ τὸ ἡγεῖσθαι ἐφ’ ὅ τι ἂν καιρὸς δοκῇ εἶναι, τοῦτο προστάττω τῷ προτέρῳ γενομένῳ καὶ πλειόνων κατὰ τὸ εἰκὸς ἐμπείρῳ."
10985,Xenophon (0032),Economics (003),2.6.1,"ἔτι δὲ καὶ τὴν πόλιν αἰσθάνομαι τὰ μὲν ἤδη σοι προστάττουσαν μεγάλα τελεῖν, ἱπποτροφίας τε καὶ χορηγίας καὶ γυμνασιαρχίας καὶ προστατείας, ἂν δὲ δὴ πόλεμος γένηται, οἶδ’ ὅτι καὶ τριηραρχίας μισθοὺς; Μ"
10986,Xenophon (0032),Economics (003),4.6.2,"καὶ τὴν μὲν τροφὴν τοῖς φρουροῖς δίδωσιν ὁ ἄρχων ᾧ τοῦτο προστέτακται, βασιλεὺς δὲ κατ’ ἐνιαυτὸν ἐξέτασιν ποιεῖται τῶν μισθοφόρων καὶ τῶν ἄλλων οἷς ὡπλίσθαι προστέτακται, καὶ πάντας ἅμα συνάγων πλὴν τοὺς ἐν ταῖς ἀκροπόλεσιν ἔνθα δὴ ὁ σύλλογος καλεῖται·"
10987,Xenophon (0032),Economics (003),7.23.4,"τῇ δὲ γυναικὶ ἧττον τὸ σῶμα δυνατὸν πρὸς ταῦτα φύσας τὰ ἔνδον ἔργα αὐτῇ, φάναι ἔφη, προστάξαι μοι δοκεῖ ὁ θεός."
10988,Xenophon (0032),Economics (003),7.24.1,"εἰδὼς δὲ ὅτι τῇ γυναικὶ καὶ ἐνέφυσε καὶ προσέταξε τὴν τῶν νεογνῶν τέκνων τροφήν, καὶ τοῦ στέργειν τὰ νεογνὰ βρέφη πλέον αὐτῇ ἐδάσατο ἢ τῷ ἀνδρί."
10989,Xenophon (0032),Economics (003),7.24.1,"ἐπεὶ δὲ καὶ τὸ φυλάττειν τὰ εἰσενεχθέντα τῇ γυναικὶ προσέταξε, γιγνώσκων ὁ θεὸς ὅτι πρὸς τὸ φυλάττειν οὐ κάκιόν ἐστι φοβερὰν εἶναι τὴν ψυχὴν πλέον μέρος καὶ τοῦ φόβου ἐδάσατο τῇ γυναικὶ ἢ τῷ ἀνδρί."
10990,Xenophon (0032),Economics (003),7.29.1,"ταῦτα δέ, ἔφην, δεῖ ἡμᾶς, ὦ γύναι, εἰδότας, ἃ ἑκατέρῳ ἡμῶν προστέτακται ὑπὸ τοῦ θεοῦ, πειρᾶσθαι ὅπως ὡς βέλτιστα τὰ προσήκοντα ἑκάτερον ἡμῶν διαπράττεσθαι."
10991,Xenophon (0032),Economics (003),7.32.1,"δοκεῖ δέ μοι, ἔφην, καὶ ἡ τῶν μελιττῶν ἡγεμὼν τοιαῦτα ἔργα ὑπὸ τοῦ θεοῦ προστεταγμένα διαπονεῖσθαι."
10992,Xenophon (0032),Economics (003),9.16.1,"πρὸς δὲ τούτοις ἐδίδασκον αὐτήν, ἔφη, ὡς οὐκ ἂν ἄχθοιτο δικαίως, εἰ πλείω αὐτῇ πράγματα προστάττω ἢ τοῖς οἰκέταις περὶ τὰ κτήματα, ἐπιδεικνύων ὅτι τοῖς μὲν οἰκέταις μέτεστι τῶν δεσποσύνων χρημάτων τοσοῦτον ὅσον φέρειν ἢ θεραπεύειν ἢ φυλάττειν, χρῆσθαι δὲ οὐδενὶ αὐτῶν ἔξεστιν, ὅτῳ ἂν μὴ δῷ ὁ κύριος·"
10993,Xenophon (0032),Economics (003),17.9.1,"τῷ μὲν οἴνῳ, ἔφην, ἔγωγε νομίζω τῷ ἰσχυροτέρῳ πλέον ἐπιχεῖν ὕδωρ, καὶ ἀνθρώπῳ τῷ ἰσχυροτέρῳ πλέον βάρος, ἐὰν δέῃ τι φέρειν, ἐπιτιθέναι, κἂν δέῃ τρέφεσθαί τινας, τοῖς δυνατωτέροις τρέφειν ἂν τοὺς πλείους προστάξαιμι."
10994,Xenophon (0032),Economics (003),17.11.3,"ναὶ μὰ Δί’, ἔφη, ὦ Σώκρατες, καὶ σύ γε συνομολογεῖς, λέγων ὅτι νομίζεις τοῖς ἀσθενεστέροις πᾶσι μείω προστάττειν πράγματα."
10995,Xenophon (0032),Hellenica (001),1.7.6.1,"καὶ εἴπερ γέ τινας δέοι, περὶ τῆς ἀναιρέσεως οὐδένα ἄλλον ἔχειν αὐτοὺς αἰτιάσασθαι ἢ τούτους οἷς προσετάχθη."
10996,Xenophon (0032),Hellenica (001),1.7.32.3,"τούτων δὲ μάρτυρες οἱ σωθέντες ἀπὸ τοῦ αὐτομάτου, ὧν εἷς τῶν ἡμετέρων στρατηγῶν ἐπὶ καταδύσης νεὼς διασωθείς, ὃν κελεύουσι τῇ αὐτῇ ψήφῳ κρίνεσθαι, καὶ αὐτὸν τότε δεόμενον ἀναιρέσεως, ᾗπερ τοὺς οὐ πράξαντας τὰ προσταχθέντα."
10997,Xenophon (0032),Hellenica (001),2.3.35.4,"ἐγὼ δὲ οὐκ ἦρχον δήπου τοῦ κατ’ ἐκείνων λόγου, ἀλλ’ ἐκεῖνοι ἔφασαν προσταχθέν μοι ὑφ’ ἑαυτῶν οὐκ ἀνελέσθαι τοὺς δυστυχοῦντας ἐν τῇ περὶ Λέσβον ναυμαχίᾳ."
10998,Xenophon (0032),Hellenica (001),4.1.37.5,"ἐὰν μέντοι μοι τὴν ἀρχὴν προστάττῃ (τοιοῦτόν τι, ὡς ἔοικε, φιλοτιμία ἐστίν) εὖ χρὴ εἰδέναι ὅτι πολεμήσω ὑμῖν ὡς ἂν δύνωμαι ἄριστα."
10999,Xenophon (0032),Hellenica (001),4.8.6.4,"ἐπεὶ δὲ οὐκ ἐπείθοντο, Κόνωνι μὲν προσέταξε κωλύειν αὐτοὺς τὴν θάλατταν πλεῖν, αὐτὸς δὲ ἐδῄου τὴν τῶν Ἀβυδηνῶν χώραν."
11000,Xenophon (0032),Hellenica (001),4.8.12.7,"γνόντες δὲ οὕτω, πέμπουσιν Ἀνταλκίδαν πρὸς τὸν Τιρίβαζον, προστάξαντες αὐτῷ ταῦτα διδάσκειν καὶ πειρᾶσθαι εἰρήνην τῇ πόλει ποιεῖσθαι πρὸς βασιλέα."
11001,Xenophon (0032),Hellenica (001),5.2.24.3,ὁ μέντοι Εὐδαμίδας ἐξιὼν Φοιβίδαν τὸν ἀδελφὸν ἐδεήθη τῶν ἐφόρων τοὺς ὑπολειπομένους τῶν ἑαυτῷ προστεταγμένων ἁθροίσαντα μετιέναι·
11002,Xenophon (0032),Hellenica (001),6.3.9.1,"καὶ ὅτε μὲν βασιλεὺς προσέταττεν αὐτονόμους τὰς πόλεις εἶναι, μάλα γιγνώσκοντες ἐφαίνεσθε ὅτι εἰ μὴ ἐάσοιεν οἱ Θηβαῖοι ἑκάστην τῶν πόλεων ἄρχειν τε ἑαυτῆς καὶ οἷς ἂν βούληται νόμοις χρῆσθαι, οὐ ποιήσουσι κατὰ τὰ βασιλέως γράμματα·"
